                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2704,                 2.6133,                 1.4574,                0.49813,                0.62481,                0.47756,                0.18361,                 1.8319,                 1.4329,                 1.2558,             0.00066631,             0.00066631,             0.00066631
                      2,                 1.8479,                 1.4612,                 1.2676,                0.67642,                0.73403,                0.67873,                0.27793,                 1.7103,                 1.2701,                 1.1995,               0.001201,               0.001201,               0.001201
